Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
11-16812,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/29/2011,07/28/2011,09515003800,Citgo,"Sai Citgo, Inc.",501  Ermac DR,Nashville,TN,37214.00000,15,37015100,"501 Ermac DR
Nashville, TN 37214
(36.153101, -86.686726)"
18-25434,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/22/2018,06/29/2018,16100017100,LA CUCHARITA,,15132  OLD HICKORY BLVD,NASHVILLE,TN,37211.00000,27,37019105,"15132 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.045277, -86.717085)"
12-19578,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Presidential Chamber,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
15-20086,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/04/2015,04/15/2015,08309013400,Dukes,Dukes Restaurant LLC,1000  Main ST  103,Nashville,TN,37206.00000,6,37019200,"1000 Main ST 103
Nashville, TN 37206
(36.178298, -86.751402)"
14-17117,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/06/2014,03/05/2014,05108018300,Madison Food Market,"Madison Food Market, Inc.",201  Webster ST E,Madison,TN,37115.00000,7,37010702,"201 Webster ST E
Madison, TN 37115
(36.251423, -86.716445)"
10-16611,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/29/2009,08/09/2017,10314011500,Target Store,Target Corporation,26  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"26 WHITE BRIDGE PIKE
NASHVILLE, TN 37205"
08-00847,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/03/2008,06/26/2008,06513013200,The Double E Bar and Grill,"Double E Enterprises, LLC",4957  Lebanon PIKE,Old Hickory,TN,37138.00000,11,37015401,"4957 Lebanon PIKE
Old Hickory, TN 37138
(36.216365, -86.584608)"
94-16313,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/03/1993,02/01/1994,10612001400,Wilhagans,Wilhagans Inc.,318  WILHAGAN RD,NASHVILLE,TN,37217.00000,15,37015803,"318 WILHAGAN RD
NASHVILLE, TN 37217
(36.135051, -86.718262)"
11-19385,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/21/2011,11/14/2011,03402008900,Thai Phoo Ket II Restaurant,"Bounthavy Dipaseuth, Phetsamone Dipaseuth",915  Rivergate PKWY,Goodlettsville,TN,37072.00000,10,37010401,"915 Rivergate PKWY
Goodlettsville, TN 37072
(36.298363, -86.700038)"
15-17223,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,15500011300,Walgreens,Walgreen Co.,8110  Highway 100,Nashville,TN,37221.00000,35,37018405,"8110 Highway 100
Nashville, TN 37221
(36.044613, -86.955443)"
09-16548,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/14/2009,10/09/2009,06200024800,Music Valley BP,Hobbs Enterprises LLC,2471  McGavock PIKE,Nashville,TN,37214.00000,15,37015300,"2471 McGavock PIKE
Nashville, TN 37214
(36.217289, -86.699708)"
12-19441,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/27/2012,04/12/2012,09306404600,Bootleggers Inn,"Bootleggers Nashville, LLC",207  Broadway,Nashville,TN,37201.00000,19,37019500,"207 Broadway
Nashville, TN 37201
(36.16177, -86.775499)"
18-25486,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/24/2018,06/14/2018,12800018700,PDK SOUTHERN KITCHEN & PANTRY,,8121  SAWYER BROWN RD  204,NASHVILLE,TN,37221.00000,22,37018401,"8121 SAWYER BROWN RD 204
NASHVILLE, TN 37221
(36.080175, -86.94446)"
15-20134,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2015,07/09/2015,09306202100,Johnny Cash Museum,Second Ave Museum LLC,119  3rd AVE S,Nashville,TN,37201.00000,19,14600131,"119 3rd AVE S
Nashville, TN 37201
(36.160923, -86.775553)"
12-00922,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/14/2012,07/11/2012,11801011100,Urban Grub Restaurant,"Urban Grub at 12th South, LLC",2506  12th AVE S,Nashville,TN,37204.00000,17,37017000,"2506 12th AVE S
Nashville, TN 37204
(36.125028, -86.789495)"
16-17381,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,07513021500,Mapco Mart 3323,Mapco Express Inc,3900  Lebanon PIKE,Hermitage,TN,37076.00000,14,37015402,"3900 Lebanon PIKE
Hermitage, TN 37076
(36.193099, -86.623604)"
16-17306,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/02/2015,01/28/2016,06912008600,Dollar Genral Store,Dolgencorp LLC,3721  Clarksville PIKE,Nashville,TN,37218.00000,2,37012801,"3721 Clarksville PIKE
Nashville, TN 37218
(36.199362, -86.838661)"
10-16704,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/20/2010,09/09/2010,05104006500,Dollar General,"Dolgencorp, LLC",808  Madison SQ  C,Madison,TN,37115.00000,8,37010701,"808 Madison SQ C
Madison, TN 37115
(36.255205, -86.719033)"
07-16336,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/26/2007,11/29/2007,18100001200,C & W,Soung M. Kim,6340  Nolensville PIKE,Nashville,TN,37211.00000,31,19114008,"6340 Nolensville PIKE
Nashville, TN 37211
(36.014815, -86.705276)"
15-20113,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/26/2015,06/11/2015,09713002700,Sals Pizza Restaurant,Gulzar Group Inc,710  STEWARTS FERRY PIKE,Nashville,TN,37214.00000,13,37015624,"710 STEWARTS FERRY PIKE
Nashville, TN 37214
(36.153226, -86.625385)"
11-19338,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/21/2011,08/11/2011,13102001601,California Pizza Kitchen,California Pizza Kitchen Inc.,4031  Hillsboro PIKE  901,Nashville,TN,37215.00000,25,37017901,"4031 Hillsboro PIKE 901
Nashville, TN 37215
(36.102846, -86.816652)"
16-20260,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2016,04/12/2016,09700000000,Papa Turneys Old Fashioned BBQ,Michael E Turney,3979  Bell RD,Hermitage,TN,37076.00000,,,"3979 Bell RD
Hermitage, TN 37076
(36.165337, -86.60392)"
18-25523,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2018,07/12/2018,05302008000,5-AGAVES MEXICAN RESTAURANT INC,,1508  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1508 ROBINSON RD
OLD HICKORY, TN 37138
(36.255112, -86.652833)"
09-19102,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/25/2009,10/08/2009,10713015700,Abyssinia Ethiopian Restaurant,Kebebush A. Geberys,991  Thompson PL,Nashville,TN,37217.00000,13,37015803,"991 Thompson PL
Nashville, TN 37217
(36.126866, -86.710232)"
12-19540,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,07300003200,"Gaylord Hotel Cheekwood F,G,H",Marriott Hotel Services Inc.,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
17-25090,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/21/2017,07/13/2017,06416002700,CHIKUYO ASIAN CUISINE,,4722  LEBANON PIKE,HERMITAGE,TN,37076.00000,11,37015401,"4722 LEBANON PIKE
HERMITAGE, TN 37076
(36.215078, -86.59483)"
18-25720,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/09/2018,11/05/2018,14604000100,DRAKS OIL INC 2,,731  HARDING PL,NASHVILLE,TN,37211.00000,26,37018801,"731 HARDING PL
NASHVILLE, TN 37211
(36.081331, -86.759489)"
13-00946,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/03/2013,10/24/2013,09700000000001,Nashville Shores Marina,"Nashville Shores Holding, LLC",4001  Bell RD,Hermitage,TN,37076.00000,,,"4001 Bell RD
Hermitage, TN 37076
(36.165229, -86.603207)"
12-16928,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/18/2012,08/10/2012,16400018700,"Quick Stop N Four Corners, Inc","Quick Stop N Four Corners, Inc.",3769  Murfreesboro PIKE,Antioch,TN,37013.00000,32,37015630,"3769 Murfreesboro PIKE
Antioch, TN 37013
(36.043542, -86.607159)"
17-25301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/03/2017,12/20/2017,09306210100,NASHVILLE UNDERGROUND,,105  BROADWAY,NASHVILLE,TN,37201.00000,19,37019500,"105 BROADWAY
NASHVILLE, TN 37201
(36.162124, -86.774707)"
13-17070,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/21/2013,09/12/2013,06111028100,ET Market Discount Tobacco &,"Amir Iskander, Wahib Iskander",4000  Gallatin PIKE,Nashville,TN,37216.00000,7,37011100,"4000 Gallatin PIKE
Nashville, TN 37216
(36.2198, -86.727308)"
21-27137,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2021,06/02/2021,13102010600,7-ELEVEN 41068H,David Seltzer,4112  HILLSBORO PIKE,NASHVILLE,TN,37215.00000,25,37017901,"4112 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.101406, -86.818234)"
18-25597,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/20/2018,12/21/2018,13414003300,MAPCO #3325,,311  HARDING PL,NASHVILLE,TN,37211.00000,28,37015613,"311 HARDING PL
NASHVILLE, TN 37211
(36.087286, -86.692514)"
13-19688,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2013,03/14/2013,09216013400,The Row,"The Row, Inc.",110  Lyle AVE,Nashville,TN,37203.00000,19,37019500,"110 Lyle AVE
Nashville, TN 37203
(36.151248, -86.797952)"
12-19532,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Belle Meade,Marriott Hotel Services Inc.,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
18-25478,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2018,06/25/2018,09216010800,AMERIGO RESTAURANT,,1920  WEST END AVE,NASHVILLE,TN,37203.00000,21,37019500,"1920 WEST END AVE
NASHVILLE, TN 37203
(36.151476, -86.79912)"
16-01000,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,02/25/2016,03/11/2016,08212022600,Smith & Lentz Brewing Company,Smith &amp; Lentz Brewing Company LLC,903  Main ST,Nashville,TN,37206.00000,6,37011900,"903 Main ST
Nashville, TN 37206
(36.17624, -86.756496)"
94-16245,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/1994,07/13/1994,04305003900,Smeraldo's,Biagio Sosta,701  Gallatin PIKE N,Madison,TN,37115.00000,8,37010402,"701 Gallatin PIKE N
Madison, TN 37115
(36.270351, -86.710472)"
10-19072,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/2010,08/12/2010,07210019700,Las Maracas Mexican Restaurant,"Las Maracas 2, Inc.",2704  Gallatin PIKE,Nashville,TN,37216.00000,7,37011400,"2704 Gallatin PIKE
Nashville, TN 37216
(36.199451, -86.740706)"
16-20225,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/20/2015,01/28/2016,09601014300,Uncle Buds Catfish Chicken & S,"Uncle Buds of Donelson, LLC",2719  Old Lebanon PIKE,Nashville,TN,37214.00000,15,37015300,"2719 Old Lebanon PIKE
Nashville, TN 37214
(36.169764, -86.667591)"
08-18939,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/25/2008,12/19/2008,07300001700,Romano's Macaroni Grill,"Mac Acquisition, LLC",517  Opry Mills DR,Nashville,TN,37214.00000,15,37015300,"517 Opry Mills DR
Nashville, TN 37214
(36.20462, -86.695243)"
13-19804,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2013,10/24/2013,03406000100,China Cottage Cafe Inc,China Cottage Cafe Inc,1795  Gallatin PIKE N,Nashville,TN,37115.00000,10,37010401,"1795 Gallatin PIKE N
Nashville, TN 37115
(36.296281, -86.699738)"
01-15492,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/05/2001,11/08/2001,12600014400,Eddie's Hardware & Market,"Eddie's Hardware &amp; Market, LLC",8898  Highway 70,Nashville,TN,37221.00000,35,37018301,"8898 Highway 70
Nashville, TN 37221
(36.093361, -87.023061)"
18-25409,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/06/2018,08/09/2018,03402009500,BIKE NIGHT,,271  GLEAVES ST,GOODLETTSVILLE,TN,37072.00000,10,37010401,"271 GLEAVES ST
GOODLETTSVILLE, TN 37072"
12-19541,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Conservatory Bar / Ravello,Marriott Hotel Services Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
T20-26484,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,02/10/2020,,08207016800,AUDREY,"Amplified Investments 2, LLC",809  MERIDIAN ST,NASHVILLE,TN,37207.00000,5,37011800,"809 MERIDIAN ST
NASHVILLE, TN 37207
(36.184398, -86.768391)"
12-16851,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/22/2011,01/12/2012,09613006900,R&H Discount Tobacco & Beer,Maged Atef Yanny,450  Donelson PIKE,Nashville,TN,37214.00000,15,37015100,"450 Donelson PIKE
Nashville, TN 37214
(36.151177, -86.666565)"
17-25113,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/06/2017,09/22/2017,07210001400,THE FOX NASHVILLE,,2905  GALLATIN PIKE,NASHVILLE,TN,37216.00000,5,37011400,"2905 GALLATIN PIKE
NASHVILLE, TN 37216
(36.202679, -86.73897)"
18-25525,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2018,07/26/2018,11908004900,DANIELA'S RESTAURANT,,12 E THOMPSON LN,NASHVILLE,TN,37211.00000,16,37017401,"12 E THOMPSON LN
NASHVILLE, TN 37211
(36.115871, -86.719482)"
12-19547,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Island D,Marriott Hotel Service Inc,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
07-18620,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt Hotel (Bar),Loews Nashville Hotel Corp.,2100  West End AVE,Nashville,TN,37203.00000,,16500109,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
18-25341,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/11/2018,07/27/2018,08301015500,PEARL DIVER,,1008  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"1008 GALLATIN AVE
NASHVILLE, TN 37206
(36.188968, -86.746079)"
17-10392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/01/2017,05/25/2017,13415000300,So Gong Dong Tofu House,Hee Jung Yun,1310  Antioch PIKE  A,Nashville,TN,37211.00000,28,37015613,"1310 Antioch PIKE A
Nashville, TN 37211
(36.085349, -86.690568)"
18-25445,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/30/2018,06/14/2018,08601009300,HERMITAGE STRIKE & SPARE,,3436  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015402,"3436 LEBANON PIKE
HERMITAGE, TN 37076
(36.189725, -86.627117)"
02-15637,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/01/2002,05/09/2002,06002026200,Little Barn Market,Nabil Ahmed Bady,3039  Brick Church PIKE,Nashville,TN,37207.00000,2,37010904,"3039 Brick Church PIKE
Nashville, TN 37207
(36.230945, -86.781564)"
07-18724,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/13/2007,08/29/2007,08309008700,Pizzereal,Paul Koumanelis,203  11th ST N,Nashville,TN,37206.00000,6,37019200,"203 11th ST N
Nashville, TN 37206
(36.178733, -86.749829)"
12-19417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/07/2011,02/21/2012,16000019700,Four Points by Sheraton -Hotel,"Eagle Hospitality, Inc.",760  Old Hickory BLVD,Brentwood,TN,37027.00000,,18800906,"760 Old Hickory BLVD
Brentwood, TN 37027
(36.041224, -86.776165)"
18-25563,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/20/2018,07/12/2018,09111022000,RED BICYCLE,,712  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"712 51ST AVE N
NASHVILLE, TN 37209
(36.156203, -86.848781)"
06-18551,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/09/2006,10/11/2006,10402031500,BrickTop's,"West End Restaurants, LLC",3000  West End AVE,Nashville,TN,37203.00000,21,37016600,"3000 West End AVE
Nashville, TN 37203
(36.143515, -86.814406)"
18-25533,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2018,06/14/2018,08215022200,SHONEY'S,,110  INTERSTATE DR,NASHVILLE,TN,37213.00000,6,37019300,"110 INTERSTATE DR
NASHVILLE, TN 37213
(36.170741, -86.768625)"
17-25255,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/27/2017,11/16/2017,09216016600,HATTIE B'S,,112  19TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"112 19TH AVE S
NASHVILLE, TN 37203
(36.1514, -86.796764)"
17-25295,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2017,12/08/2017,09313010400,404 KITCHEN,,507  12TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"507 12TH AVE S
NASHVILLE, TN 37203
(36.152039, -86.78444)"
16-17393,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,11913022500,Mapco Express 1018,"Mapco Express, Inc.",3043  Nolensville PIKE,Nashville,TN,37211.00000,16,37017500,"3043 Nolensville PIKE
Nashville, TN 37211
(36.104362, -86.741864)"
14-19854,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/04/2013,02/13/2014,10406031900,Chateau West,"Chateau West End, Inc.",3408  West End AVE,Nashville,TN,37203.00000,21,37016800,"3408 West End AVE
Nashville, TN 37203
(36.138532, -86.81998)"
10-19113,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/06/2010,02/01/2010,10412001100,Fido,Bongo Productions LLC,1806  21st AVE S,Nashville,TN,37212.00000,18,37016400,"1806 21st AVE S
Nashville, TN 37212
(36.136409, -86.800912)"
17-20458,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/30/2016,03/09/2017,08112002400,Slim & Husky's Pizza,Soon LLC,911  Buchanan ST,Nashville,TN,37208.00000,21,37013900,"911 Buchanan ST
Nashville, TN 37208
(36.180469, -86.802763)"
95-16490,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/04/1995,06/13/1995,09216009400,Las Palmas Mexican Restaurant,Las Palmas Mexican Rest. Inc. #5,1905  Hayes ST,Nashville,TN,37203.00000,21,37019500,"1905 Hayes ST
Nashville, TN 37203
(36.153083, -86.798623)"
04-15888,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/24/2004,05/07/2004,01700001600,Union Hill Trading Post,William D. Presley,1766  Union Hill RD,Goodlettsville,TN,37072.00000,3,37010202,"1766 Union Hill RD
Goodlettsville, TN 37072
(36.337522, -86.786099)"
11-16813,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/20/2011,07/28/2011,04300002900,United Market,"Abdo H. Saleh, Abdulla M. Alqahmi, Sameer Badi",413  Myatt DR,Madison,TN,37115.00000,9,37010402,"413 Myatt DR
Madison, TN 37115
(36.272871, -86.689489)"
19-25828,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,01/07/2019,03/19/2019,09307005400,RAGIN' CAJUN CRAWFISH BOIL,Jack Norman,592 S 1ST ST,NASHVILLE,TN,37213.00000,6,37019300,"592 S 1ST ST
NASHVILLE, TN 37213
(36.163415, -86.768974)"
16-17386,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,10713012900,Mapco Mart 3189,Mapco Express Inc,1090  Murfreesboro PIKE,Nashville,TN,37217.00000,13,37015803,"1090 Murfreesboro PIKE
Nashville, TN 37217
(36.126794, -86.711097)"
14-17111,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/29/2014,02/13/2014,04309002000,Cheapest Discount Tobacco & Be,Maged Mikhaeil,341  Gallatin PIKE N,Madison,TN,37115.00000,8,37010402,"341 Gallatin PIKE N
Madison, TN 37115
(36.265421, -86.711125)"
18-25556,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/15/2018,12/19/2018,09115038300,THE TWILIGHT TAVERN,,5303  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"5303 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.151712, -86.851652)"
18-25402,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/01/2018,10/09/2018,09206061700,SAMS SUPER MARKET INC,,717  25TH AVE N,NASHVILLE,TN,37208.00000,21,37014300,"717 25TH AVE N
NASHVILLE, TN 37208
(36.159529, -86.81381)"
15-20050,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/05/2015,02/04/2015,10403025800,Flemings Prime Steakhouse,OS Prime LLC,2525  West End AVE,Nashville,TN,37203.00000,18,37016500,"2525 West End AVE
Nashville, TN 37203
(36.146641, -86.809074)"
11-16834,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/02/2011,09/30/2011,11908005200,Thompson Lane Market,"S&amp;S Thompson Lane Market, LLC",1004  Thompson LN E,Nashville,TN,37211.00000,16,37017401,"1004 Thompson LN E
Nashville, TN 37211
(36.116088, -86.719302)"
18-25696,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/19/2018,01/10/2019,09115039300,HATHORNE,,4708  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"4708 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152104, -86.844395)"
16-20309,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/12/2016,07/28/2016,04411000500,Chopper's Grill,Chopper's Grill LLC,1200  Donelson AVE,Old Hickory,TN,37138.00000,11,37010501,"1200 Donelson AVE
Old Hickory, TN 37138
(36.264115, -86.651109)"
94-16176,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/02/1993,02/01/1994,10403024100,The Overcup Oak Restaurant,Vanderbilt University,2300  VANDERBILT PL,NASHVILLE,TN,37212.00000,18,37016500,"2300 VANDERBILT PL
NASHVILLE, TN 37212
(36.146192, -86.804314)"
18-25656,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/21/2018,11/05/2018,18100025700,KOREA BBQ AND SUSHI,,6688  NOLENSVILLE PIKE  102,BRENTWOOD,TN,37027.00000,31,37019114,"6688 NOLENSVILLE PIKE 102
BRENTWOOD, TN 37027
(35.998589, -86.692329)"
15-20109,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/30/2015,06/01/2015,09306307100,The Ryman Auditorium,Grand Ole Opry LLC,116  OPRY PL,NASHVILLE,TN,37219.00000,19,37019500,"116 OPRY PL
NASHVILLE, TN 37219
(36.161839, -86.780067)"
14-19879,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2014,04/24/2014,09306400100,Jimmy Buffett's Margaritaville,"IMCMV Nashville, LLC",322  Broadway,Nashville,TN,37201.00000,19,37019500,"322 Broadway
Nashville, TN 37201
(36.161111, -86.77701)"
17-17454,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/21/2017,03/21/2017,09112002800,Village Market,Parviz Moghaddam,4601  Illinois AVE,Nashville,TN,37209.00000,20,37013300,"4601 Illinois AVE
Nashville, TN 37209
(36.157844, -86.842671)"
12-19561,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Jack Daniels,Marriott Hotel Services Inc.,2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
13-17087,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/04/2013,10/25/2013,07300003200,Delta Necessities,"Travel Traders Hotel Stores, Inc.",2800  Opryland DR,Nashville,TN,37214.00000,15,37015300,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
18-25390,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/21/2018,03/30/2018,08216009400,EAST NASHVILLE BEER FESTIVAL,,700  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
12-16915,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/05/2012,06/28/2012,10402032900,Piggly Wiggly,"Osborne's Four, Inc.",2900  West End AVE,Nashville,TN,37203.00000,21,37016600,"2900 West End AVE
Nashville, TN 37203
(36.14437, -86.813415)"
12-19596,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,07300003200,General Jackson Showboat,"Marriott Hotel Services, Inc.",2800  OPRYLAND DR,NASHVILLE,TN,37214.00000,15,37015300,"2800 OPRYLAND DR
NASHVILLE, TN 37214
(36.211694, -86.697639)"
12-19634,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/19/2012,12/06/2012,06200002900,Inn at Opryland,"Marriott Hotel Services, Inc.",2401  Music Valley DR,Nashville,TN,37214.00000,15,37015300,"2401 Music Valley DR
Nashville, TN 37214
(36.217777, -86.696238)"
15-20075,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/06/2014,04/02/2015,08209010000,Butchertown Hall,Amaranth Hospitality Group LLC,1416  4th AVE N,Nashville,TN,37208.00000,19,37019400,"1416 4th AVE N
Nashville, TN 37208
(36.179757, -86.789342)"
09-19118,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2009,11/16/2009,08600076400,Buffalo Wild Wings Grill & Bar,"Blazin Wings, Inc.",5215  Old Hickory BLVD,Hermitage,TN,37076.00000,14,37015404,"5215 Old Hickory BLVD
Hermitage, TN 37076
(36.189254, -86.614667)"
13-19809,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/07/2013,10/24/2013,08600034700,Las Palmas Mexican Resturant,Palmas Verdes LLC,5104  Old Hickory BLVD,Hermitage,TN,37076.00000,11,37015404,"5104 Old Hickory BLVD
Hermitage, TN 37076
(36.191777, -86.615658)"
14-19932,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/29/2014,07/10/2014,07207023100,Mitchell Delicatessen,Mitchell Delicatessen LLC,1306  McGavock PIKE,Nashville,TN,37216.00000,8,11400101,"1306 McGavock PIKE
Nashville, TN 37216
(36.204467, -86.725086)"
