,Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Address,City,State,Zip,Mapped Location
1080,18-25695,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/19/2018,10/25/2018,06008010300,THE BEER JOINT,2900  HILLHURST DR,NASHVILLE,TN,37207.0,"2900 HILLHURST DR
NASHVILLE, TN 37207
(36.225987, -86.760772)"
1081,10-19096,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Hilton Garden Inn Nashville,1715  Broadway,Nashville,TN,37203.0,"1715 Broadway
Nashville, TN 37203
(36.152257, -86.795086)"
1082,17-20417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/24/2017,02/09/2017,15500020400,Chaffin's Barn,8204  Highway 100,Nashville,TN,37221.0,"8204 Highway 100
Nashville, TN 37221
(36.043011, -86.95985)"
1083,94-16189,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/1993,02/01/1994,10700005000,Delta Sky Club,1  Terminal DR  318,Nashville,TN,37214.0,"1 Terminal DR 318
Nashville, TN 37214
(36.131602, -86.668735)"
1084,18-25686,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2018,03/28/2019,08600033400,FULL MOON INC.,3445  LEBANON PIKE,HERMITAGE,TN,37076.0,"3445 LEBANON PIKE
HERMITAGE, TN 37076
(36.191039, -86.625416)"
1085,16-20385,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2016,12/15/2016,10900000000001,Shipwreck Cove,3361  Bell RD,Nashville,TN,37214.0,"3361 Bell RD
Nashville, TN 37214
(36.131741, -86.62905)"
1086,13-19779,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2013,08/29/2013,10402032800,Bombay Palace,2912  West End AVE,Nashville,TN,37203.0,"2912 West End AVE
Nashville, TN 37203
(36.144226, -86.813578)"
1087,18-25466,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2018,06/14/2018,10403025900,NASHVILLE MARRIOTT AT VANDERBILT UNIVERSITY,2555  WEST END AVE,NASHVILLE,TN,37203.0,"2555 WEST END AVE
NASHVILLE, TN 37203
(36.146293, -86.809808)"
1088,12-19461,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2012,05/21/2012,07300001700,Claim Jumper Restaurant,514  Opry Mills DR,Nashville,TN,37214.0,"514 Opry Mills DR
Nashville, TN 37214
(36.205797, -86.693058)"
1089,18-25348,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2018,03/01/2018,09107001000,DADDY'S DOGS,5205  CENTENNIAL BLVD,NASHVILLE,TN,37209.0,"5205 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.163984, -86.851978)"
1090,05-18356,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/14/2005,07/15/2005,10801008000,Radisson Hotel Nashville Airpo,1112  Airport Center DR,Nashville,TN,37214.0,"1112 Airport Center DR
Nashville, TN 37214
(36.143438, -86.664265)"
1091,17-25124,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/12/2017,11/15/2017,08305009600,PENINSULA,1035 W EASTLAND AVE,NASHVILLE,TN,37206.0,"1035 W EASTLAND AVE
NASHVILLE, TN 37206
(36.183691, -86.749833)"
1092,18-25499,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/04/2018,12/06/2018,07215021300,BABO,1601A  RIVERSIDE DR,NASHVILLE,TN,37216.0,"1601A RIVERSIDE DR
NASHVILLE, TN 37216
(36.195574, -86.723334)"
1093,09-19129,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/22/2009,12/04/2009,11714015700,Chipotle Mexican Grill,3900  Hillsboro PIKE  28,Nashville,TN,37215.0,"3900 Hillsboro PIKE 28
Nashville, TN 37215
(36.105843, -86.813849)"
1094,15-20168,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/06/2015,08/27/2015,14712003501,Tacos Y Mariscos El Tapatio,4801  Nolensville PIKE,Nashville,TN,37211.0,"4801 Nolensville PIKE
Nashville, TN 37211
(36.066324, -86.717763)"
1095,05-18402,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/14/2005,10/21/2005,10402018400,Maggiano's Little Italy,3106  West End CIR,Nashville,TN,37203.0,"3106 West End CIR
Nashville, TN 37203
(36.144056, -86.817756)"
1096,11-19359,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2011,09/16/2011,10404002100,Chipotle Mexican Grill,400  21st AVE S,Nashville,TN,37203.0,"400 21st AVE S
Nashville, TN 37203
(36.147229, -86.799368)"
1097,08-18857,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/29/2008,06/12/2008,17100000200,Corky's Bar-B-Q,100  Franklin PIKE,Brentwood,TN,37027.0,"100 Franklin PIKE
Brentwood, TN 37027
(36.036741, -86.786797)"
1098,11-19271,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/19/2010,03/24/2011,08309000800,No. 308,407  Gallatin AVE,Nashville,TN,37206.0,"407 Gallatin AVE
Nashville, TN 37206
(36.180966, -86.749562)"
1099,15-20115,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2015,06/11/2015,08309012700,"Red Door Saloon, LLC East",1010  Forrest AVE,Nashville,TN,37206.0,"1010 Forrest AVE
Nashville, TN 37206
(36.178537, -86.750046)"
1100,16-20313,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/04/2016,07/28/2016,08309048800,Burger Up,970  Woodland ST,Nashville,TN,37206.0,"970 Woodland ST
Nashville, TN 37206
(36.176704, -86.752054)"
1101,17-25172,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/2017,09/28/2017,08213031300,VON ELROD'S BEER GARDEN AND SAUSAGE HOUSE,1004  4TH AVE N,NASHVILLE,TN,37219.0,"1004 4TH AVE N
NASHVILLE, TN 37219
(36.173621, -86.785379)"
1102,03-18054,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2003,07/11/2003,10606004300,Tex's Bar-B-Q,1009  FOSTER AVE,NASHVILLE,TN,37210.0,"1009 FOSTER AVE
NASHVILLE, TN 37210
(36.140564, -86.740693)"
1103,17-10378,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2015,08/25/2017,09306400500,The Valentine,312  Broadway ST,Nashville,TN,37201.0,"312 Broadway ST
Nashville, TN 37201
(36.161284, -86.776631)"
1104,18-25432,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,03/22/2018,04/27/2018,08207053700,WILBURN STREET TAVERN,302  WILBURN ST,NASHVILLE,TN,37207.0,"302 WILBURN ST
NASHVILLE, TN 37207
(36.18567, -86.767708)"
1105,04-18267,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/03/2004,12/02/2004,10200004500,Brewhouse West,7108  Charlotte PIKE,Nashville,TN,37209.0,"7108 Charlotte PIKE
Nashville, TN 37209
(36.127224, -86.908123)"
1106,18-25534,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2018,12/19/2018,09306402600,TEQUILA COWBOY AND WANNA B'S KARAOKE BAR,305  BROADWAY,NASHVILLE,TN,37201.0,"305 BROADWAY
NASHVILLE, TN 37201
(36.161451, -86.776242)"
1107,18-25412,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2018,04/12/2018,13500006200,TAQUERIA Y BIRRIERIA ARANDAS,2111  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,"2111 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.093669, -86.652773)"
1108,17-25272,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/09/2017,12/07/2017,09310047300,NASHVILLE MUSIC CITY CENTER,201  5TH AVE S,NASHVILLE,TN,37203.0,"201 5TH AVE S
NASHVILLE, TN 37203
(36.15751, -86.7765)"
1109,14-00964,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/13/2014,07/31/2014,09209022100,Climb Nashville West,3600  Charlotte AVE,Nashville,TN,37209.0,"3600 Charlotte AVE
Nashville, TN 37209
(36.152725, -86.828186)"
1110,13-19760,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2013,07/11/2013,09208028400,Jack Cawthon's Bar-B-Que,1601  Charlotte AVE,Nashville,TN,37203.0,"1601 Charlotte AVE
Nashville, TN 37203
(36.159623, -86.796191)"
1111,11-19351,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2011,08/25/2011,18100000700,Jet's Pizza,10654  Concord RD,Brentwood,TN,37027.0,"10654 Concord RD
Brentwood, TN 37027
(35.996646, -86.690102)"
1112,21-27157,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2021,06/10/2021,093130C80100CO,SUNDA NEW ASIAN,592  12TH AVE S,NASHVILLE,TN,37203.0,"592 12TH AVE S
NASHVILLE, TN 37203
(36.151897, -86.784208)"
1113,09-18959,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/23/2009,02/12/2009,09215011100,Aladdin's Hookah Lounge & Bar,2206  Elliston PL,Nashville,TN,37203.0,"2206 Elliston PL
Nashville, TN 37203
(36.151339, -86.804098)"
1114,18-25379,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/13/2018,05/25/2018,11714014800,GREEK CAFE GRILL,4004  HILLSBORO PIKE,NASHVILLE,TN,37215.0,"4004 HILLSBORO PIKE
NASHVILLE, TN 37215
(36.103915, -86.815492)"
1115,14-52213,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/21/2014,05/08/2014,10713015700,Billar Bola 8,1088  Murfreesboro PIKE,Nashville,TN,37217.0,"1088 Murfreesboro PIKE
Nashville, TN 37217
(36.127064, -86.711427)"
1116,12-19583,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Ryman Exhibit,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1117,16-00999,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/11/2015,02/18/2016,08216005100,The Turnip Truck,701  Woodland ST,Nashville,TN,37206.0,"701 Woodland ST
Nashville, TN 37206
(36.173823, -86.759556)"
1118,15-00017,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",11/18/2014,03/11/2015,17500014300,Athens Distributing Co. of Nas,3001  Owen DR,Nashville,TN,37013.0,"3001 Owen DR
Nashville, TN 37013
(36.018436, -86.62071)"
1119,02-17902,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/26/2002,04/12/2002,16100014000,"La Terraza Taqueria, Inc.",5751  Nolensville PIKE,Nashville,TN,37211.0,"5751 Nolensville PIKE
Nashville, TN 37211
(36.047707, -86.713508)"
1120,19-25856,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/28/2019,02/19/2019,09302304700,KITCHEN DOWNTOWN,234  5TH AVE N,NASHVILLE,TN,37219.0,"234 5TH AVE N
NASHVILLE, TN 37219
(36.164169, -86.780839)"
1121,15-20131,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/02/2015,06/25/2015,09302316100,Bourbon Street Blues & Boogie,220  Printers ALY,Nashville,TN,37201.0,"220 Printers ALY
Nashville, TN 37201
(36.164699, -86.778825)"
1122,16-20265,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/08/2016,04/14/2016,09216019500,Urban Cookhouse,1907  Broadway,Nashville,TN,37203.0,"1907 Broadway
Nashville, TN 37203
(36.150553, -86.796979)"
1123,17-10389,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/30/2017,06/16/2017,07300001700,Bavarian Bierhaus,121  Opry Mills DR,Nashville,TN,37214.0,"121 Opry Mills DR
Nashville, TN 37214
(36.197497, -86.69135)"
1124,03-18016,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/28/2003,04/01/2003,10611000400,Holiday Inn Express Hotel,714  Spence LN,Nashville,TN,37217.0,"714 Spence LN
Nashville, TN 37217
(36.13782, -86.723856)"
1125,16-20373,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/31/2016,11/18/2016,09107001400,The Centennial,5115  Centennial BLVD,Nashville,TN,37209.0,"5115 Centennial BLVD
Nashville, TN 37209
(36.162846, -86.850047)"
1126,08-18817,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2008,02/28/2008,09313010800,Sambuca Restaurant,601  12th AVE S,Nashville,TN,37203.0,"601 12th AVE S
Nashville, TN 37203
(36.15162, -86.784273)"
1127,94-15770,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/30/1993,02/01/1994,13006001100,Belle Meade Country Club,815  Belle Meade BLVD,Nashville,TN,37205.0,"815 Belle Meade BLVD
Nashville, TN 37205
(36.095236, -86.856852)"
1128,18-25447,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/30/2018,06/14/2018,09601000300,DONELSON STRIKE & SPARE,2710  OLD LEBANON PIKE,NASHVILLE,TN,37214.0,"2710 OLD LEBANON PIKE
NASHVILLE, TN 37214
(36.169764, -86.667599)"
1129,14-19857,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2014,02/13/2014,10204010100,Copa Cabana Bar & Grill,6410  Charlotte PIKE  112,Nashville,TN,37209.0,"6410 Charlotte PIKE 112
Nashville, TN 37209
(36.143456, -86.873909)"
1130,18-25562,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,06/20/2018,08/23/2018,09306210600,OLD SCHOOL  BBQ FESTIVAL,100  1ST AVE S,NASHVILLE,TN,37201.0,"100 1ST AVE S
NASHVILLE, TN 37201
(36.16223, -86.774335)"
1131,17-25167,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/15/2017,09/26/2017,09312010500,PECKER'S BAR & GRILL,237  HERMITAGE AVE,NASHVILLE,TN,37210.0,"237 HERMITAGE AVE
NASHVILLE, TN 37210
(36.153741, -86.755357)"
1132,18-25679,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/06/2018,09/28/2018,09301008100,SOUTHERN FESTIVAL OF BOOKS,301  6TH AVE N,NASHVILLE,TN,37219.0,"301 6TH AVE N
NASHVILLE, TN 37219
(36.164663, -86.782752)"
1133,04-18178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2004,03/24/2004,07300001700,Aquarium Restaurant,516  Opry Mills DR,Nashville,TN,37214.0,"516 Opry Mills DR
Nashville, TN 37214
(36.199649, -86.692972)"
1134,05-18392,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2005,10/13/2005,14800019100,Las Potrancas Bar,114  Haywood LN,Nashville,TN,37211.0,"114 Haywood LN
Nashville, TN 37211"
1135,12-19593,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Waters Edge,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1136,20-26938,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/29/2020,04/08/2021,10700018800,AVID HOTEL NASHVILLE AIRPORT,40  RACHEL DR,NASHVILLE,TN,37214.0,"40 RACHEL DR
NASHVILLE, TN 37214
(36.144337, -86.675628)"
1137,15-20192,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/17/2015,10/08/2015,09302401500,Beer Sellar,107  Church ST,Nashville,TN,37201.0,"107 Church ST
Nashville, TN 37201
(36.164612, -86.77689)"
1138,16-20293,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/01/2016,06/02/2016,09314046700,Primings Cigar Lounge and Bar,701  4th AVE S,Nashville,TN,37210.0,"701 4th AVE S
Nashville, TN 37210
(36.153231, -86.772148)"
1139,16-20387,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/02/2016,12/15/2016,09204038100,Third Coast Comedy Club,1310  Clinton ST  121,Nashville,TN,37203.0,"1310 Clinton ST 121
Nashville, TN 37203
(36.164291, -86.796278)"
1140,17-20496,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2017,05/12/2017,09306310800,AJ's Good Time Bar,421  Broadway,Nashville,TN,37203.0,"421 Broadway
Nashville, TN 37203
(36.1607, -86.777976)"
1141,17-25059,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,06/08/2017,08209041800,JACK BROWN'S BEER & BURGER JOINT,1123  3RD AVE N,NASHVILLE,TN,37208.0,"1123 3RD AVE N
NASHVILLE, TN 37208
(36.176136, -86.785373)"
1142,18-25784,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2018,02/15/2019,09306402100,BROADWAY BREWHOUSE & THE MOJO GRILL,317  BROADWAY,NASHVILLE,TN,37201.0,"317 BROADWAY
NASHVILLE, TN 37201
(36.161263, -86.776676)"
1143,15-20101,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/16/2015,05/15/2015,14200026800,Sakura Japanese Cuisine,7079  Highway 70  S,Nashville,TN,37221.0,"7079 Highway 70 S
Nashville, TN 37221
(36.074595, -86.920469)"
1144,03-18061,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/18/2003,07/11/2003,10800017600,Ruby Tuesday,520  Donelson PIKE,Nashville,TN,37214.0,"520 Donelson PIKE
Nashville, TN 37214
(36.147813, -86.666293)"
1145,12-19560,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel In Room Dining,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1146,18-25472,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/13/2018,11/29/2018,105071A00300CO,DISKIN CIDER,1235  MARTIN ST,NASHVILLE,TN,37203.0,"1235 MARTIN ST
NASHVILLE, TN 37203
(36.141147, -86.769414)"
1147,18-25691,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/17/2018,10/24/2018,11801014600,THE FILLING STATION,1118  HALCYON AVE,NASHVILLE,TN,37204.0,"1118 HALCYON AVE
NASHVILLE, TN 37204
(36.12263, -86.789684)"
1148,15-20081,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/20/2015,04/09/2015,07300003200,Gaylord Opryland Hotel Davidson (Banquet,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1149,04-18195,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/07/2004,04/29/2004,10308004700,"McCabe Pub, Inc.",4410  Murphy RD,Nashville,TN,37209.0,"4410 Murphy RD
Nashville, TN 37209
(36.141015, -86.840141)"
1150,12-19459,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2012,05/21/2012,10315005100,O'Charley's Restaurant,17  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.0,"17 WHITE BRIDGE PIKE
NASHVILLE, TN 37205"
1151,10-19099,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Great American Grill,1715  Broadway,Nashville,TN,37203.0,"1715 Broadway
Nashville, TN 37203
(36.152257, -86.795086)"
1152,12-19551,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Lobby A & Patio,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1153,14-00969,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/07/2014,09/12/2014,11400013700,TailGate Brewery,7300  Charlotte PIKE,Nashville,TN,37209.0,"7300 Charlotte PIKE
Nashville, TN 37209
(36.119404, -86.91924)"
1154,94-15955,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/1993,02/01/1994,07206025400,American Legion Post 82,3204  Gallatin PIKE,Nashville,TN,37216.0,"3204 Gallatin PIKE
Nashville, TN 37216
(36.206253, -86.736634)"
1155,18-25592,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/17/2018,08/27/2018,09302305800,KHAN'S MONGOLIAN BBQ,237  4TH AVE N,NASHVILLE,TN,37219.0,"237 4TH AVE N
NASHVILLE, TN 37219
(36.16472, -86.779617)"
1156,14-20008,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/28/2014,11/20/2014,09309010700,Chauhan Ale & Masala House,123  12TH AVE N BLDG A / R,NASHVILLE,TN,37203.0,"123 12TH AVE N BLDG A / R
NASHVILLE, TN 37203
(36.157632, -86.788157)"
1157,10-19186,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2010,05/14/2010,15500012400,Las Palmas Mexican Restaurant,8167  Highway 100,Nashville,TN,37221.0,"8167 Highway 100
Nashville, TN 37221
(36.044196, -86.957685)"
1158,12-19584,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Ryman Foyer,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1159,18-25642,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2018,09/13/2018,10801005800,HYATT HOTEL NASHVILLE AIRPORT,721  ROYAL PKWY,NASHVILLE,TN,37214.0,"721 ROYAL PKWY
NASHVILLE, TN 37214
(36.145771, -86.664405)"
1160,16-20358,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/13/2016,10/13/2016,09313057900,Thompson Nashville,401  11th AVE S,Nashville,TN,37203.0,"401 11th AVE S
Nashville, TN 37203
(36.152237, -86.78392)"
1161,15-20186,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/25/2015,09/24/2015,16300036300,Holiday Inn Express & Suites,201  Crossings PL,Antioch,TN,37013.0,"201 Crossings PL
Antioch, TN 37013
(36.044401, -86.648104)"
1162,10-19097,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/30/2010,10/14/2010,09216020500,Pavilion Pantry,1715  Broadway,Nashville,TN,37203.0,"1715 Broadway
Nashville, TN 37203
(36.152257, -86.795086)"
1163,12-00930,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/19/2012,11/16/2012,10408012600,Kay Bob's Gril and Ale,1602  21st AVE S,Nashville,TN,37212.0,"1602 21st AVE S
Nashville, TN 37212
(36.138581, -86.800655)"
1164,15-00175,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",03/10/2015,09/25/2015,08212022600,Smith & Lentz Brewing Company,903  Main ST,Nashville,TN,37206.0,"903 Main ST
Nashville, TN 37206
(36.17624, -86.756496)"
1165,18-25690,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/14/2018,12/19/2018,093100A40100CO,BODE NASHVILLE,401  2ND AVE S,NASHVILLE,TN,37201.0,"401 2ND AVE S
NASHVILLE, TN 37201
(36.157606, -86.772406)"
1166,17-25284,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/18/2017,12/20/2017,09305019800,M.L. ROSE CRAFT BEER AND BURGERS,431  11TH AVE N,NASHVILLE,TN,37203.0,"431 11TH AVE N
NASHVILLE, TN 37203
(36.163561, -86.791394)"
1167,11-19237,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/10/2010,01/13/2011,10308005900,Park Cafe,4403  Murphy RD,Nashville,TN,37209.0,"4403 Murphy RD
Nashville, TN 37209
(36.140979, -86.839413)"
1168,17-25136,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/21/2017,08/06/2018,08210005400,TOPGOLF,500  COWAN ST,NASHVILLE,TN,37207.0,"500 COWAN ST
NASHVILLE, TN 37207
(36.179242, -86.7759)"
1169,98-17354,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/11/1998,06/25/1998,09306109900,Courtyard By Marriott,170  4th AVE N,Nashville,TN,37219.0,"170 4th AVE N
Nashville, TN 37219
(36.163517, -86.778819)"
1170,14-19963,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/03/2014,08/26/2014,07510021000,Hooters of Hermitage,4119  Lebanon PIKE,Hermitage,TN,37076.0,"4119 Lebanon PIKE
Hermitage, TN 37076
(36.199792, -86.619016)"
1171,08-00829,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/18/2007,01/10/2008,09700006300,Shooters Sports Bar & Grill,5851  Old Hickory BLVD,Hermitage,TN,37076.0,"5851 Old Hickory BLVD
Hermitage, TN 37076
(36.167684, -86.599699)"
1172,19-25883,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/15/2019,03/18/2019,08216009400,EAST NASHVILLE CRAWFISH BASH,700  WOODLAND ST,NASHVILLE,TN,37206.0,"700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
1173,21-27122,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/16/2021,04/08/2021,092140B00200CO,SAND BAR NASHVILLE,3  CITY AVE  500,NASHVILLE,TN,37209.0,"3 CITY AVE 500
NASHVILLE, TN 37209
(36.152468, -86.820627)"
1174,00-17649,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/25/2000,10/06/2000,07500020000,Chili's Grill & Bar,5005  Old Hickory BLVD,Hermitage,TN,37076.0,"5005 Old Hickory BLVD
Hermitage, TN 37076
(36.195244, -86.619266)"
1175,12-19537,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Swimming Pool Ca,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
1176,14-19844,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/23/2013,01/10/2014,07206026100,Moto,1120  McGavock PIKE,Nashville,TN,37203.0,"1120 McGavock PIKE
Nashville, TN 37203
(36.204802, -86.735702)"
1177,13-19831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2013,12/18/2013,09306307300,World Famous Tootsies Orchid L,422  Broadway,Nashville,TN,37203.0,"422 Broadway
Nashville, TN 37203
(36.160646, -86.77811)"
1178,14-19915,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2014,06/12/2014,07506015600,Hermitage Steak House,4342  Lebanon PIKE,Hermitage,TN,37076.0,"4342 Lebanon PIKE
Hermitage, TN 37076
(36.206726, -86.612591)"
1179,21-27077,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",02/08/2021,06/10/2021,09306405500,BIG MACHINE BREWERY & DISTILLERY,122  3RD AVE S,NASHVILLE,TN,37201.0,"122 3RD AVE S
NASHVILLE, TN 37201
(36.160801, -86.77548)"
1180,06-18606,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/25/2006,12/28/2006,06004009000,Pizza Hut,3116  Dickerson PIKE,Nashville,TN,37207.0,"3116 Dickerson PIKE
Nashville, TN 37207
(36.231027, -86.759)"
1181,16-20253,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/28/2016,03/24/2016,07300001700,Mission BBQ,161  Opry Mills DR  530A,Nashville,TN,37214.0,"161 Opry Mills DR 530A
Nashville, TN 37214
(36.198501, -86.692068)"
1182,16-20361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2016,03/28/2019,14200009800,Players Inn,7097  Old Harding PIKE,Nashville,TN,37221.0,"7097 Old Harding PIKE
Nashville, TN 37221
(36.073068, -86.925303)"
